Timestamp,City,Temperature,Humidity,Pressure,Wind_Speed,AQI,PM2.5,PM10,CO,NO2,SO2,O3,NH3,Hour,Day,Month,Weekday,AQI_Change,AQI_Moving_Average_3H,AQI_Lag_1,AQI_Lag_2,AQI_Lag_3
2024-01-07 02:00:00+00:00,Karachi,14.4,69,1018.5,5.0,5,173.16,205.7,1134.87,16.11,19.55,95.84,8.36,2,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 03:00:00+00:00,Karachi,14.7,68,1019.4,4.66,5,188.4,225.13,1495.36,29.47,21.7,85.12,12.92,3,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 04:00:00+00:00,Karachi,16.6,61,1020.1,5.2,5,194.72,235.29,1682.28,38.39,22.65,80.82,14.06,4,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 05:00:00+00:00,Karachi,19.0,53,1020.7,5.75,5,198.21,241.81,1642.23,33.93,23.6,92.98,13.55,5,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 06:00:00+00:00,Karachi,21.2,46,1019.9,6.09,5,202.52,247.75,1508.71,26.05,24.56,113.01,12.03,6,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 07:00:00+00:00,Karachi,23.1,39,1018.6,6.14,5,179.9,218.15,1228.33,18.51,25.27,133.04,8.04,7,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 08:00:00+00:00,Karachi,24.4,35,1017.2,5.94,5,157.69,190.46,1068.12,15.59,26.46,141.62,6.52,8,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 09:00:00+00:00,Karachi,25.2,32,1016.1,5.6,5,140.1,170.31,974.66,14.57,25.51,141.62,6.27,9,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 10:00:00+00:00,Karachi,25.5,30,1015.3,5.14,5,104.44,128.12,907.9,16.28,21.22,127.32,6.9,10,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 11:00:00+00:00,Karachi,25.3,30,1015.0,5.05,4,73.0,91.75,934.6,21.59,19.55,107.29,8.49,11,7,1,6,-1.0,4.666666666666667,5.0,5.0,5.0
2024-01-07 12:00:00+00:00,Karachi,24.5,31,1015.2,5.64,4,73.02,92.65,1054.76,29.47,20.98,92.98,9.88,12,7,1,6,0.0,4.333333333333333,4.0,5.0,5.0
2024-01-07 13:00:00+00:00,Karachi,22.0,38,1015.9,4.87,5,81.27,103.58,1241.68,38.04,23.13,78.68,11.4,13,7,1,6,1.0,4.333333333333333,4.0,4.0,5.0
2024-01-07 14:00:00+00:00,Karachi,20.6,43,1016.8,4.88,5,109.47,139.1,1428.6,42.16,23.84,75.82,13.43,14,7,1,6,0.0,4.666666666666667,5.0,4.0,4.0
2024-01-07 15:00:00+00:00,Karachi,19.4,48,1017.6,4.66,5,132.55,168.36,1441.96,35.99,22.89,82.97,14.95,15,7,1,6,0.0,5.0,5.0,5.0,4.0
2024-01-07 16:00:00+00:00,Karachi,18.4,52,1018.1,4.31,5,147.3,188.57,1415.25,30.16,21.46,88.69,15.58,16,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 17:00:00+00:00,Karachi,17.5,55,1018.5,4.11,5,155.51,201.67,1415.25,27.42,19.31,88.69,16.72,17,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 18:00:00+00:00,Karachi,16.8,58,1018.5,3.77,5,158.96,207.9,1428.6,26.05,17.4,86.55,17.48,18,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 19:00:00+00:00,Karachi,16.3,59,1018.3,3.74,5,148.65,195.26,1321.79,23.99,15.26,85.12,15.45,19,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 20:00:00+00:00,Karachi,15.7,60,1017.7,3.5,5,131.64,172.65,1108.17,19.54,13.23,87.26,11.53,20,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 21:00:00+00:00,Karachi,15.3,60,1017.6,3.55,5,127.41,165.74,1028.06,16.79,14.07,89.41,11.15,21,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 22:00:00+00:00,Karachi,14.9,61,1017.4,3.78,5,128.12,164.12,1014.71,15.08,15.02,90.84,11.91,22,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-07 23:00:00+00:00,Karachi,14.6,62,1017.3,3.69,5,134.31,168.69,1054.76,14.91,15.5,90.84,12.79,23,7,1,6,0.0,5.0,5.0,5.0,5.0
2024-01-08 00:00:00+00:00,Karachi,14.4,63,1017.6,3.7,5,142.99,175.62,1108.17,15.59,16.45,90.84,13.43,0,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 01:00:00+00:00,Karachi,14.4,63,1018.0,3.56,5,157.12,189.18,1255.04,19.19,16.93,86.55,15.58,1,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 02:00:00+00:00,Karachi,14.1,66,1018.5,3.48,5,192.39,227.59,1789.09,34.96,20.03,70.1,23.56,2,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 03:00:00+00:00,Karachi,14.7,64,1019.2,3.3,5,272.27,319.57,3177.64,82.94,28.37,28.25,42.56,3,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 04:00:00+00:00,Karachi,16.9,55,1019.8,2.58,5,336.63,398.6,4699.71,111.04,36.24,8.31,58.77,4,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 05:00:00+00:00,Karachi,20.0,45,1020.0,2.48,5,366.82,440.43,5447.39,115.16,42.44,16.81,66.88,5,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 06:00:00+00:00,Karachi,22.5,38,1019.3,1.63,5,391.06,472.12,5554.2,126.12,49.11,34.33,69.92,6,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 07:00:00+00:00,Karachi,23.5,41,1018.3,0.9,5,146.44,180.03,1695.63,42.84,31.95,108.72,16.97,7,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 08:00:00+00:00,Karachi,24.3,41,1017.0,1.84,5,113.33,139.64,1188.28,26.39,24.8,131.61,9.25,8,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 09:00:00+00:00,Karachi,24.6,44,1016.0,3.1,5,103.32,128.74,1014.71,20.73,19.79,141.62,6.9,9,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 10:00:00+00:00,Karachi,24.4,47,1015.2,3.71,5,86.84,110.8,841.14,15.59,14.42,135.9,5.19,10,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 11:00:00+00:00,Karachi,24.5,45,1014.8,3.93,4,71.64,93.36,747.68,14.05,11.09,123.02,4.37,11,8,1,0,-1.0,4.666666666666667,5.0,5.0,5.0
2024-01-08 12:00:00+00:00,Karachi,23.9,47,1015.0,4.22,4,62.75,84.19,720.98,14.91,9.42,111.58,3.83,12,8,1,0,0.0,4.333333333333333,4.0,5.0,5.0
2024-01-08 13:00:00+00:00,Karachi,22.4,56,1016.1,4.98,4,72.36,97.67,1108.17,37.36,11.21,81.54,8.36,13,8,1,0,0.0,4.0,4.0,4.0,5.0
2024-01-08 14:00:00+00:00,Karachi,21.3,63,1016.6,4.4,5,98.56,129.28,1602.17,64.43,13.95,49.35,15.07,14,8,1,0,1.0,4.333333333333333,4.0,4.0,4.0
2024-01-08 15:00:00+00:00,Karachi,20.5,69,1017.3,3.16,5,123.98,159.27,1869.2,70.6,15.5,38.98,21.03,15,8,1,0,0.0,4.666666666666667,5.0,4.0,4.0
2024-01-08 16:00:00+00:00,Karachi,19.7,71,1018.0,2.62,5,159.53,200.2,2323.15,81.57,19.31,29.33,30.4,16,8,1,0,0.0,5.0,5.0,5.0,4.0
2024-01-08 17:00:00+00:00,Karachi,19.5,54,1018.3,3.95,5,251.46,304.2,3845.21,120.64,32.42,5.72,54.72,17,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 18:00:00+00:00,Karachi,18.6,48,1018.6,4.28,5,366.82,446.23,5874.63,150.8,46.25,0.01,80.05,18,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 19:00:00+00:00,Karachi,17.3,53,1018.5,3.58,5,281.92,365.85,4219.06,108.3,33.86,1.59,54.21,19,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 20:00:00+00:00,Karachi,16.6,57,1018.3,3.86,5,177.95,240.63,1922.61,45.93,20.03,41.84,22.8,20,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 21:00:00+00:00,Karachi,16.1,60,1018.2,4.22,5,152.47,204.67,1174.93,19.36,16.21,81.54,12.29,21,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 22:00:00+00:00,Karachi,15.6,65,1017.9,4.48,5,156.56,210.04,1014.71,13.19,15.97,94.41,9.12,22,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-08 23:00:00+00:00,Karachi,15.2,68,1017.9,4.52,5,164.34,218.28,1001.36,11.65,16.21,98.71,8.11,23,8,1,0,0.0,5.0,5.0,5.0,5.0
2024-01-09 00:00:00+00:00,Karachi,14.9,68,1018.0,4.41,5,160.76,212.95,961.3,11.14,16.45,100.14,7.35,0,9,1,1,0.0,5.0,5.0,5.0,5.0
2024-01-10 01:00:00+00:00,Karachi,13.1,71,1019.3,4.61,5,126.97,157.39,1188.28,19.88,17.64,80.82,13.55,1,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 02:00:00+00:00,Karachi,12.9,71,1020.0,4.53,5,150.22,184.01,1562.12,32.22,20.03,69.38,18.75,2,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 03:00:00+00:00,Karachi,13.4,67,1020.2,4.43,5,193.41,234.88,2456.67,65.12,25.27,41.13,30.15,3,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 04:00:00+00:00,Karachi,15.7,57,1021.1,3.89,5,205.16,252.22,3017.43,80.88,28.61,28.97,36.48,4,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 05:00:00+00:00,Karachi,18.6,44,1021.1,4.74,5,184.74,230.87,2830.51,69.92,30.28,45.42,35.97,5,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 06:00:00+00:00,Karachi,21.3,33,1020.6,5.19,5,150.59,190.89,2216.34,52.09,30.99,74.39,29.13,6,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 07:00:00+00:00,Karachi,23.0,26,1019.0,5.03,5,80.72,104.6,1201.63,27.42,25.99,103.0,14.69,7,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 08:00:00+00:00,Karachi,24.1,23,1017.6,4.42,4,59.27,77.79,974.66,22.28,26.23,113.01,11.65,8,10,1,2,-1.0,4.666666666666667,5.0,5.0,5.0
2024-01-10 09:00:00+00:00,Karachi,24.8,21,1016.7,3.86,3,49.51,66.29,907.9,21.76,28.13,114.44,10.51,9,10,1,2,-1.0,4.0,4.0,5.0,5.0
2024-01-10 10:00:00+00:00,Karachi,25.2,20,1016.1,3.72,4,57.05,75.93,1161.58,32.56,32.42,105.86,13.81,10,10,1,2,1.0,3.6666666666666665,3.0,4.0,5.0
2024-01-10 11:00:00+00:00,Karachi,25.2,20,1015.5,4.27,4,71.12,94.2,1668.93,50.72,36.72,87.26,20.01,11,10,1,2,0.0,3.6666666666666665,4.0,3.0,4.0
2024-01-10 12:00:00+00:00,Karachi,24.7,20,1015.8,4.2,5,80.09,106.84,2082.82,70.6,39.58,60.08,24.32,12,10,1,2,1.0,4.333333333333333,4.0,4.0,3.0
2024-01-10 13:00:00+00:00,Karachi,22.7,25,1016.2,2.31,5,87.82,117.43,2536.77,97.33,41.01,21.64,27.87,13,10,1,2,0.0,4.666666666666667,5.0,4.0,4.0
2024-01-10 14:00:00+00:00,Karachi,20.8,29,1016.9,2.3,5,103.26,138.57,2937.32,106.93,40.53,3.62,32.42,14,10,1,2,0.0,5.0,5.0,5.0,4.0
2024-01-10 15:00:00+00:00,Karachi,19.0,34,1017.6,1.9,5,122.91,165.67,2990.72,100.08,39.58,4.02,37.49,15,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 16:00:00+00:00,Karachi,17.7,39,1018.1,2.01,5,146.81,198.88,2990.72,91.85,38.15,8.49,42.56,16,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 17:00:00+00:00,Karachi,16.6,44,1018.3,2.25,5,179.47,241.32,3284.45,89.11,36.72,8.4,49.65,17,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 18:00:00+00:00,Karachi,15.7,48,1018.3,2.56,5,201.09,266.55,3471.37,87.74,35.29,8.4,53.7,18,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 19:00:00+00:00,Karachi,14.9,52,1018.0,2.97,5,194.82,258.06,3311.16,84.31,30.99,8.23,48.64,19,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 20:00:00+00:00,Karachi,14.2,55,1017.8,3.05,5,153.29,205.0,2670.29,69.92,24.56,15.91,34.96,20,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 21:00:00+00:00,Karachi,13.4,58,1018.0,2.83,5,120.52,159.78,1949.31,47.98,19.79,34.69,24.83,21,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 22:00:00+00:00,Karachi,13.0,60,1017.9,2.95,5,113.63,148.0,1615.52,34.27,18.6,48.64,22.55,22,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-10 23:00:00+00:00,Karachi,12.5,62,1017.6,3.14,5,114.87,148.55,1535.42,29.47,18.6,53.64,22.8,23,10,1,2,0.0,5.0,5.0,5.0,5.0
2024-01-11 00:00:00+00:00,Karachi,12.1,63,1017.4,3.18,5,116.25,150.51,1522.06,29.13,18.84,54.36,22.8,0,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 01:00:00+00:00,Karachi,11.4,67,1018.0,3.34,5,126.18,161.95,1708.98,35.99,19.55,46.49,25.59,1,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 02:00:00+00:00,Karachi,11.0,68,1018.5,3.28,5,169.08,211.72,2563.48,65.12,23.6,18.6,36.98,2,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 03:00:00+00:00,Karachi,11.6,65,1019.2,2.97,5,293.95,359.88,5073.55,98.71,34.33,0.27,64.34,3,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 04:00:00+00:00,Karachi,14.5,53,1019.9,2.33,5,411.29,513.07,8010.86,123.38,45.3,3.93,90.18,4,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 05:00:00+00:00,Karachi,18.2,41,1020.3,1.84,5,443.48,570.98,9078.98,142.57,52.93,11.09,101.33,5,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 06:00:00+00:00,Karachi,21.3,32,1020.0,2.24,5,447.08,584.47,8651.73,178.22,59.13,27.54,100.31,6,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 07:00:00+00:00,Karachi,22.9,27,1018.6,1.55,5,162.71,228.85,2964.02,91.85,90.6,81.54,34.45,7,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 08:00:00+00:00,Karachi,24.0,26,1017.2,0.92,5,152.3,209.83,2456.67,79.51,98.23,113.01,28.88,8,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 09:00:00+00:00,Karachi,24.7,26,1016.3,0.63,5,167.97,221.07,2456.67,78.14,97.27,148.77,27.61,9,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 10:00:00+00:00,Karachi,25.0,26,1015.5,1.49,5,213.57,265.28,2964.02,100.08,86.78,164.51,30.15,10,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 11:00:00+00:00,Karachi,24.5,32,1015.4,3.54,5,234.67,281.49,3177.64,119.27,64.85,155.93,29.39,11,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 12:00:00+00:00,Karachi,23.9,35,1015.3,3.22,5,166.71,202.27,2616.88,105.56,36.72,114.44,24.32,12,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 13:00:00+00:00,Karachi,22.3,43,1015.7,3.6,5,109.11,138.19,2510.07,108.3,23.13,48.64,24.32,13,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 14:00:00+00:00,Karachi,21.1,49,1016.1,3.4,5,108.53,138.36,2990.72,113.79,21.93,1.99,31.16,14,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 15:00:00+00:00,Karachi,19.7,56,1016.2,2.46,5,136.01,170.67,3364.56,97.33,23.6,0.01,40.53,15,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 16:00:00+00:00,Karachi,18.6,62,1016.6,2.34,5,213.19,259.29,4539.49,97.33,30.52,0.0,60.29,16,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 17:00:00+00:00,Karachi,17.3,70,1016.8,1.82,5,385.59,452.64,7156.37,109.67,43.39,0.0,95.25,17,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 18:00:00+00:00,Karachi,16.4,73,1016.9,2.08,5,672.35,781.38,11749.27,150.8,60.56,0.0,133.75,18,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 19:00:00+00:00,Karachi,15.4,74,1016.4,1.63,5,860.76,1032.82,14953.61,200.15,67.71,0.0,137.81,19,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 20:00:00+00:00,Karachi,14.7,70,1015.9,1.91,5,685.04,878.69,12496.95,200.15,57.7,0.0,99.3,20,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 21:00:00+00:00,Karachi,14.3,57,1016.0,2.72,5,378.9,530.98,7156.37,150.8,48.16,0.0,57.25,21,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 22:00:00+00:00,Karachi,13.9,47,1015.9,3.0,5,210.07,307.42,3791.81,97.33,41.01,0.01,38.0,22,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-11 23:00:00+00:00,Karachi,13.2,49,1015.5,3.05,5,163.46,233.81,2723.69,69.23,33.86,0.17,34.45,23,11,1,3,0.0,5.0,5.0,5.0,5.0
2024-01-12 00:00:00+00:00,Karachi,12.6,51,1015.5,3.14,5,161.41,224.54,2563.48,58.95,28.61,0.82,35.46,0,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 01:00:00+00:00,Karachi,11.8,58,1016.4,2.95,5,172.38,233.65,2723.69,57.58,26.7,1.35,38.0,1,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 02:00:00+00:00,Karachi,11.4,62,1016.8,2.91,5,217.81,280.71,3524.78,67.86,29.56,0.2,48.64,2,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 03:00:00+00:00,Karachi,12.1,60,1017.3,2.91,5,360.23,440.35,6355.29,93.22,41.01,0.09,77.01,3,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 04:00:00+00:00,Karachi,15.2,48,1018.1,2.51,5,494.66,600.16,9719.85,126.12,51.5,2.68,105.38,4,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 05:00:00+00:00,Karachi,19.9,34,1018.6,2.36,5,532.49,655.92,10894.78,161.77,59.6,9.57,117.54,5,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 06:00:00+00:00,Karachi,22.8,24,1018.3,2.48,5,533.51,662.76,10040.28,213.86,65.8,29.68,112.47,6,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 07:00:00+00:00,Karachi,24.1,23,1017.2,1.7,5,179.5,234.24,3044.13,93.22,83.92,117.3,34.96,7,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 08:00:00+00:00,Karachi,24.9,23,1015.9,1.12,5,173.36,223.9,2563.48,75.4,83.92,163.08,28.88,8,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 09:00:00+00:00,Karachi,25.2,23,1015.0,0.54,5,181.83,233.54,2456.67,69.23,82.97,197.41,25.84,9,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 10:00:00+00:00,Karachi,25.4,24,1014.5,1.84,5,239.12,301.08,3177.64,101.45,82.02,203.13,30.4,10,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 11:00:00+00:00,Karachi,24.6,32,1014.0,4.05,5,329.39,405.12,4112.24,152.17,78.2,188.83,35.46,11,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 12:00:00+00:00,Karachi,23.3,37,1014.1,4.7,5,346.36,421.21,3952.03,161.77,71.53,170.23,31.16,12,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 13:00:00+00:00,Karachi,22.2,45,1014.6,2.94,5,306.47,371.83,3791.81,168.62,65.8,113.01,28.88,13,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 14:00:00+00:00,Karachi,21.3,55,1014.9,2.73,5,246.19,301.62,3524.78,160.4,57.22,69.38,25.59,14,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 15:00:00+00:00,Karachi,20.3,64,1015.6,3.3,5,193.11,241.9,2616.88,111.04,49.59,82.25,21.53,15,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 16:00:00+00:00,Karachi,19.4,71,1016.0,2.73,5,190.37,240.64,2536.77,94.59,45.78,76.53,25.84,16,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 17:00:00+00:00,Karachi,17.8,81,1016.2,1.8,5,242.85,301.81,3524.78,123.38,44.35,31.83,39.01,17,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 18:00:00+00:00,Karachi,16.7,87,1016.0,1.91,5,315.58,381.61,4753.11,138.46,44.82,3.04,49.65,18,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 19:00:00+00:00,Karachi,16.0,90,1015.5,2.38,5,355.24,421.79,5393.98,132.98,42.44,0.03,49.14,19,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 20:00:00+00:00,Karachi,15.2,92,1015.0,2.42,5,333.17,389.69,5126.95,126.12,34.33,0.01,34.45,20,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 21:00:00+00:00,Karachi,14.5,92,1014.7,2.5,5,287.76,334.41,4272.46,112.41,25.75,0.06,23.31,21,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 22:00:00+00:00,Karachi,13.8,92,1014.6,2.83,5,226.26,266.29,3097.53,85.0,19.31,1.63,17.48,22,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-12 23:00:00+00:00,Karachi,13.3,93,1014.5,2.72,5,184.86,222.05,2376.56,61.69,16.69,8.67,15.2,23,12,1,4,0.0,5.0,5.0,5.0,5.0
2024-01-13 00:00:00+00:00,Karachi,12.9,93,1014.8,2.7,5,171.66,208.1,2136.23,50.72,15.97,16.45,14.82,0,13,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-13 01:00:00+00:00,Karachi,11.9,92,1015.5,2.62,5,171.7,208.78,2216.34,51.41,16.93,16.09,16.09,1,13,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-13 02:00:00+00:00,Karachi,11.6,92,1016.0,2.28,5,203.13,245.03,2857.21,69.92,20.98,3.76,23.31,2,13,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-13 03:00:00+00:00,Karachi,12.7,88,1016.4,2.34,5,311.13,369.87,4913.33,91.85,30.99,0.08,43.57,3,13,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-13 04:00:00+00:00,Karachi,15.6,77,1017.3,1.79,5,445.68,529.9,8010.86,116.53,43.87,2.1,65.86,4,13,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-13 05:00:00+00:00,Karachi,19.3,67,1018.0,1.28,5,540.61,641.13,10147.09,149.43,51.98,7.42,79.04,5,13,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-13 06:00:00+00:00,Karachi,21.4,64,1017.7,0.5,5,607.47,706.5,10894.78,219.35,56.74,24.68,83.09,6,13,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-13 07:00:00+00:00,Karachi,22.8,61,1016.6,1.63,5,154.4,182.78,2403.26,67.86,29.33,113.01,16.97,7,13,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-13 08:00:00+00:00,Karachi,23.6,58,1015.4,2.92,5,93.91,113.97,1241.68,28.45,15.5,140.19,7.66,8,13,1,5,0.0,5.0,5.0,5.0,5.0
2024-01-13 09:00:00+00:00,Karachi,24.2,55,1014.8,3.86,4,69.86,88.5,854.49,15.59,10.13,144.48,5.19,9,13,1,5,-1.0,4.666666666666667,5.0,5.0,5.0
2024-01-13 10:00:00+00:00,Karachi,24.6,47,1014.1,4.7,3,39.63,57.52,587.46,10.2,6.62,123.02,4.24,10,13,1,5,-1.0,4.0,4.0,5.0,5.0
2024-01-13 11:00:00+00:00,Karachi,24.5,42,1013.8,4.95,3,24.09,42.03,473.98,9.34,5.25,101.57,3.45,11,13,1,5,0.0,3.3333333333333335,3.0,4.0,5.0
2024-01-13 12:00:00+00:00,Karachi,23.5,46,1014.0,4.67,2,17.91,35.93,440.6,10.37,4.65,88.69,3.1,12,13,1,5,-1.0,2.6666666666666665,3.0,3.0,4.0
2024-01-13 13:00:00+00:00,Karachi,22.0,64,1014.4,4.1,2,20.02,39.25,647.54,25.02,5.6,67.95,5.38,13,13,1,5,0.0,2.3333333333333335,2.0,3.0,3.0
2024-01-13 14:00:00+00:00,Karachi,21.0,74,1014.7,2.73,3,26.41,47.96,921.25,42.84,6.79,42.56,8.36,14,13,1,5,1.0,2.3333333333333335,2.0,2.0,3.0
2024-01-13 15:00:00+00:00,Karachi,20.3,80,1015.4,2.15,3,33.35,57.95,1028.06,46.61,7.39,33.97,10.64,15,13,1,5,0.0,2.6666666666666665,3.0,2.0,2.0
2024-01-13 16:00:00+00:00,Karachi,19.5,87,1015.8,2.02,3,43.21,71.85,1148.22,47.3,8.46,29.68,13.3,16,13,1,5,0.0,3.0,3.0,3.0,2.0
2024-01-13 17:00:00+00:00,Karachi,18.8,92,1016.0,1.77,3,49.78,81.53,1228.33,45.93,8.94,27.89,14.57,17,13,1,5,0.0,3.0,3.0,3.0,3.0
2024-01-13 18:00:00+00:00,Karachi,19.6,89,1015.8,1.03,4,54.45,87.62,1281.74,45.24,9.3,27.54,15.2,18,13,1,5,1.0,3.3333333333333335,3.0,3.0,3.0
2024-01-13 19:00:00+00:00,Karachi,19.6,88,1015.5,0.85,4,52.08,84.26,1241.68,43.53,8.46,28.61,13.55,19,13,1,5,0.0,3.6666666666666665,4.0,3.0,3.0
2024-01-13 20:00:00+00:00,Karachi,19.1,90,1015.2,0.94,3,43.48,71.04,1121.52,40.78,7.09,32.54,9.63,20,13,1,5,-1.0,3.6666666666666665,4.0,4.0,3.0
2024-01-13 21:00:00+00:00,Karachi,19.0,89,1015.3,1.06,3,42.96,67.66,1068.12,36.33,6.85,39.7,8.36,21,13,1,5,0.0,3.3333333333333335,3.0,4.0,4.0
2024-01-13 22:00:00+00:00,Karachi,18.0,91,1015.2,1.33,3,48.02,72.01,1081.47,31.53,7.15,47.21,8.61,22,13,1,5,0.0,3.0,3.0,3.0,4.0
2024-01-13 23:00:00+00:00,Karachi,16.3,96,1014.9,1.88,4,57.03,82.39,1174.93,31.53,8.23,47.21,10.01,23,13,1,5,1.0,3.3333333333333335,3.0,3.0,3.0
2024-01-14 00:00:00+00:00,Karachi,16.0,97,1015.1,2.55,4,73.74,101.7,1415.25,36.67,10.49,40.41,12.54,0,14,1,6,0.0,3.6666666666666665,4.0,3.0,3.0
