Date,City,PM2.5,PM10,NO2,O3,SO2,CO,Temperature,Humidity,Wind_Speed
2024-01-11T23:00,Delhi,88.7,127.1,9.6,66.0,16.4,1192.0,6.3,96.0,10.1
2024-01-12T00:00,Delhi,88.0,126.7,12.1,61.0,17.9,1197.0,6.1,96.0,10.8
2024-01-12T01:00,Delhi,89.4,128.5,15.8,56.0,19.4,1239.0,5.9,98.0,11.2
2024-01-12T02:00,Delhi,93.8,134.6,20.8,50.0,21.4,1292.0,5.6,99.0,11.6
2024-01-12T03:00,Delhi,94.8,136.4,23.8,52.0,23.4,1307.0,6.6,98.0,12.2
2024-01-12T04:00,Delhi,92.7,133.6,22.8,70.0,25.2,1254.0,7.9,97.0,12.4
2024-01-12T05:00,Delhi,87.3,126.2,19.7,96.0,26.9,1162.0,9.8,91.0,11.4
2024-01-12T06:00,Delhi,85.2,123.4,16.9,119.0,28.1,1066.0,12.7,79.0,10.8
2024-01-12T07:00,Delhi,80.6,117.3,13.7,136.0,28.4,955.0,14.8,69.0,8.8
2024-01-12T08:00,Delhi,75.4,110.1,10.9,150.0,28.3,840.0,16.4,60.0,9.0
2024-01-12T09:00,Delhi,70.1,102.9,12.4,151.0,28.4,792.0,17.3,57.0,9.8
2024-01-12T10:00,Delhi,68.2,100.4,21.6,133.0,28.2,831.0,17.4,58.0,10.0
2024-01-12T11:00,Delhi,68.5,100.6,35.2,103.0,28.2,936.0,16.8,61.0,9.0
2024-01-12T12:00,Delhi,88.7,129.9,49.9,70.0,34.5,1076.0,13.6,79.0,7.0
2024-01-12T13:00,Delhi,102.4,149.5,52.7,59.0,38.0,1223.0,11.6,85.0,7.7
2024-01-12T14:00,Delhi,108.3,157.9,56.7,44.0,43.2,1432.0,10.6,88.0,7.6
2024-01-12T15:00,Delhi,110.8,161.1,60.6,32.0,50.4,1643.0,9.4,91.0,7.3
2024-01-12T16:00,Delhi,117.3,170.4,64.9,25.0,62.4,1861.0,8.4,94.0,8.3
2024-01-12T17:00,Delhi,130.9,190.0,69.2,21.0,76.3,2081.0,7.5,95.0,9.9
2024-01-12T18:00,Delhi,143.4,208.2,71.0,18.0,83.6,2219.0,9.3,93.0,6.2
2024-01-12T19:00,Delhi,145.3,210.9,68.7,17.0,78.6,2228.0,8.9,95.0,3.8
2024-01-12T20:00,Delhi,138.3,200.2,63.8,18.0,66.9,2156.0,6.1,99.0,4.9
2024-01-12T21:00,Delhi,126.2,182.5,58.9,19.0,56.7,2063.0,6.0,99.0,5.0
2024-01-12T22:00,Delhi,117.6,170.4,52.7,19.0,49.5,1918.0,5.9,100.0,5.9
2024-01-12T23:00,Delhi,112.9,163.4,46.4,19.0,43.8,1754.0,6.1,100.0,4.4
2024-01-13T00:00,Delhi,110.8,160.2,39.3,29.0,30.4,1542.0,6.2,99.0,5.1
2024-01-13T01:00,Delhi,111.8,161.6,43.2,24.0,33.5,1669.0,5.9,99.0,3.6
2024-01-13T02:00,Delhi,117.1,168.6,48.4,19.0,37.9,1835.0,6.1,96.0,4.3
2024-01-13T03:00,Delhi,121.1,174.6,49.9,30.0,41.0,1901.0,7.0,95.0,4.1
2024-01-13T04:00,Delhi,123.4,177.9,44.6,73.0,41.9,1788.0,7.9,96.0,2.9
2024-01-13T05:00,Delhi,118.3,171.8,35.7,131.0,41.6,1574.0,9.9,93.0,3.0
2024-01-13T06:00,Delhi,102.9,150.4,28.1,175.0,41.0,1354.0,12.6,80.0,2.6
2024-01-13T07:00,Delhi,87.3,129.0,20.4,194.0,39.6,1102.0,15.3,65.0,2.2
2024-01-13T08:00,Delhi,75.0,111.1,14.1,198.0,37.9,845.0,17.0,55.0,2.9
2024-01-13T09:00,Delhi,69.6,102.9,18.0,188.0,38.8,755.0,17.9,51.0,2.8
2024-01-13T10:00,Delhi,67.3,99.0,40.5,157.0,42.3,912.0,18.1,50.0,2.3
2024-01-13T11:00,Delhi,70.8,103.6,73.2,111.0,48.3,1237.0,17.6,59.0,1.8
2024-01-13T12:00,Delhi,105.0,154.1,86.8,65.0,54.1,1508.0,14.8,68.0,6.1
2024-01-13T13:00,Delhi,125.3,182.5,92.4,49.0,69.3,1941.0,11.6,87.0,7.2
2024-01-13T14:00,Delhi,144.4,210.5,100.0,26.0,90.7,2547.0,9.9,89.0,9.2
2024-01-13T15:00,Delhi,162.5,236.6,105.0,9.0,109.1,3055.0,8.7,91.0,10.2
2024-01-13T16:00,Delhi,177.4,258.0,106.1,3.0,124.0,3403.0,9.4,88.0,7.6
2024-01-13T17:00,Delhi,188.6,273.8,104.7,2.0,136.0,3654.0,10.1,86.0,5.2
2024-01-13T18:00,Delhi,188.6,273.8,100.3,3.0,137.8,3731.0,9.6,88.0,3.2
2024-01-13T19:00,Delhi,177.4,258.0,91.3,7.0,122.6,3553.0,9.2,91.0,3.3
2024-01-13T20:00,Delhi,163.0,237.0,79.4,13.0,97.2,3202.0,8.6,93.0,4.4
2024-01-13T21:00,Delhi,147.1,213.7,68.4,18.0,74.6,2840.0,5.6,100.0,5.5
2024-01-13T22:00,Delhi,131.8,191.9,58.8,22.0,58.5,2474.0,4.8,99.0,4.5
2024-01-13T23:00,Delhi,119.2,173.7,50.3,25.0,45.2,2098.0,5.3,100.0,5.8
2024-01-14T00:00,Delhi,112.7,163.0,48.2,26.0,39.8,1849.0,5.1,100.0,6.5
2024-01-14T01:00,Delhi,109.4,158.3,54.6,22.0,43.1,2011.0,5.2,100.0,6.0
2024-01-14T02:00,Delhi,117.8,170.4,62.8,19.0,47.4,2217.0,5.1,99.0,5.6
2024-01-14T03:00,Delhi,124.8,179.7,64.3,29.0,48.7,2252.0,5.4,98.0,5.9
2024-01-14T04:00,Delhi,120.1,174.2,52.7,67.0,44.1,1966.0,6.9,94.0,6.9
2024-01-14T05:00,Delhi,106.6,155.5,34.3,119.0,36.6,1508.0,8.9,92.0,6.9
2024-01-14T06:00,Delhi,86.6,127.6,20.0,156.0,30.6,1114.0,12.0,79.0,6.9
2024-01-14T07:00,Delhi,68.7,102.0,12.6,166.0,27.8,845.0,14.9,67.0,7.1
2024-01-14T08:00,Delhi,56.1,83.4,9.1,161.0,26.6,638.0,16.7,58.0,6.9
2024-01-14T09:00,Delhi,49.0,72.6,11.6,147.0,26.5,545.0,17.7,54.0,6.9
2024-01-14T10:00,Delhi,44.7,66.1,24.1,123.0,27.6,618.0,18.0,52.0,7.1
2024-01-14T11:00,Delhi,45.4,66.6,42.5,90.0,30.0,805.0,17.3,56.0,7.4
2024-01-14T12:00,Delhi,90.3,132.7,68.7,47.0,41.5,1271.0,13.6,75.0,7.4
2024-01-14T13:00,Delhi,96.4,141.1,65.7,44.0,41.9,1310.0,10.8,86.0,8.8
2024-01-14T14:00,Delhi,96.2,140.6,61.3,39.0,42.4,1363.0,9.6,89.0,10.0
2024-01-14T15:00,Delhi,96.9,141.6,56.9,35.0,42.0,1387.0,8.8,91.0,9.7
2024-01-14T16:00,Delhi,98.7,144.8,53.2,33.0,40.5,1363.0,8.3,93.0,8.4
2024-01-14T17:00,Delhi,102.7,150.4,49.4,32.0,38.1,1311.0,7.7,94.0,7.7
2024-01-14T18:00,Delhi,104.3,152.7,44.6,32.0,35.1,1250.0,7.3,94.0,7.6
2024-01-14T19:00,Delhi,101.5,149.5,37.7,33.0,30.7,1177.0,6.7,96.0,7.4
2024-01-14T20:00,Delhi,99.7,147.1,29.9,35.0,25.5,1094.0,5.9,97.0,7.1
2024-01-14T21:00,Delhi,98.3,144.8,23.7,36.0,21.8,1033.0,5.2,98.0,7.1
2024-01-14T22:00,Delhi,96.9,143.0,19.6,36.0,20.0,989.0,5.1,99.0,6.6
2024-01-14T23:00,Delhi,95.5,141.1,17.1,36.0,19.6,965.0,5.0,99.0,7.6
2024-01-15T00:00,Delhi,90.6,130.4,14.4,44.0,19.0,938.0,5.0,100.0,8.5
2024-01-15T01:00,Delhi,91.0,131.3,18.4,39.0,21.6,1001.0,5.4,100.0,8.7
2024-01-15T02:00,Delhi,95.7,137.8,23.8,34.0,25.3,1086.0,5.7,99.0,8.2
2024-01-15T03:00,Delhi,97.3,140.6,27.1,39.0,28.2,1135.0,6.0,98.0,7.9
2024-01-15T04:00,Delhi,96.4,139.2,26.4,63.0,29.6,1125.0,7.0,97.0,8.8
2024-01-15T05:00,Delhi,97.1,141.1,23.7,96.0,30.3,1080.0,8.9,88.0,7.9
2024-01-15T06:00,Delhi,93.6,136.9,20.8,123.0,30.7,1006.0,11.3,78.0,7.1
2024-01-15T07:00,Delhi,85.9,126.7,16.4,138.0,30.4,866.0,13.4,70.0,7.0
2024-01-15T08:00,Delhi,78.5,115.9,11.8,147.0,29.8,698.0,15.0,61.0,7.0
2024-01-15T09:00,Delhi,71.9,107.1,13.5,143.0,30.3,627.0,15.9,57.0,7.9
2024-01-15T10:00,Delhi,69.6,103.6,26.7,120.0,31.8,698.0,16.1,56.0,8.0
2024-01-15T11:00,Delhi,70.3,104.5,46.2,85.0,34.5,866.0,15.5,59.0,6.8
2024-01-15T12:00,Delhi,87.3,128.1,68.8,58.0,44.2,1195.0,12.1,79.0,8.4
2024-01-15T13:00,Delhi,95.2,139.2,70.6,45.0,52.0,1422.0,11.4,75.0,6.1
2024-01-15T14:00,Delhi,103.8,151.3,72.8,28.0,62.7,1736.0,9.8,82.0,7.0
2024-01-15T15:00,Delhi,116.2,169.0,73.5,15.0,70.0,1977.0,7.9,90.0,9.0
2024-01-15T16:00,Delhi,122.9,178.3,71.2,13.0,71.1,2077.0,7.3,91.0,8.6
2024-01-15T17:00,Delhi,125.7,182.1,67.3,15.0,68.8,2104.0,7.1,91.0,7.9
2024-01-15T18:00,Delhi,128.5,185.8,63.6,18.0,65.8,2108.0,6.6,93.0,6.8
2024-01-15T19:00,Delhi,127.1,183.9,60.5,19.0,62.5,2093.0,5.2,97.0,7.6
2024-01-15T20:00,Delhi,127.6,183.9,57.7,20.0,58.5,2055.0,4.6,99.0,8.3
2024-01-15T21:00,Delhi,127.1,183.0,55.2,20.0,55.1,2030.0,6.2,98.0,6.1
2024-01-15T22:00,Delhi,126.7,182.5,52.2,17.0,52.2,2021.0,5.8,99.0,4.1
2024-01-15T23:00,Delhi,123.4,177.4,49.6,14.0,49.9,2025.0,3.9,100.0,3.1
2024-01-16T00:00,Delhi,108.0,155.1,35.6,31.0,30.3,1540.0,4.3,98.0,2.5
2024-01-16T01:00,Delhi,107.1,153.7,38.0,23.0,33.9,1699.0,4.6,99.0,1.9
2024-01-16T02:00,Delhi,112.2,160.7,41.3,13.0,38.7,1914.0,4.8,99.0,3.2
2024-01-16T03:00,Delhi,119.7,171.8,43.6,19.0,41.8,2053.0,5.4,98.0,2.7
2024-01-16T04:00,Delhi,123.4,177.4,44.8,51.0,39.7,2061.0,6.7,96.0,2.9
2024-01-16T05:00,Delhi,128.1,183.9,45.0,98.0,35.9,1992.0,8.5,91.0,2.0
2024-01-16T06:00,Delhi,131.8,190.0,43.1,145.0,37.7,1874.0,11.6,82.0,3.0
2024-01-16T07:00,Delhi,132.2,191.9,35.0,196.0,50.8,1653.0,14.4,67.0,3.3
2024-01-16T08:00,Delhi,130.9,192.3,24.7,247.0,69.4,1382.0,16.3,60.0,3.3
2024-01-16T09:00,Delhi,119.2,177.4,23.9,270.0,83.8,1248.0,17.2,55.0,3.6
2024-01-16T10:00,Delhi,113.6,169.5,39.3,246.0,87.2,1310.0,17.5,53.0,4.7
2024-01-16T11:00,Delhi,114.3,170.4,64.1,193.0,86.3,1510.0,17.0,55.0,5.1
2024-01-16T12:00,Delhi,166.2,246.8,80.4,134.0,81.3,1770.0,13.2,74.0,8.1
2024-01-16T13:00,Delhi,194.2,285.9,94.5,102.0,92.5,2224.0,10.5,84.0,8.0
2024-01-16T14:00,Delhi,212.8,312.0,113.6,59.0,107.6,2842.0,9.1,87.0,10.3
2024-01-16T15:00,Delhi,218.9,320.4,125.8,27.0,117.2,3251.0,8.1,88.0,11.0
2024-01-16T16:00,Delhi,214.2,312.9,125.7,17.0,117.1,3268.0,7.3,90.0,10.6
2024-01-16T17:00,Delhi,209.5,305.5,118.8,19.0,111.4,3075.0,6.7,91.0,9.0
2024-01-16T18:00,Delhi,203.0,296.2,109.5,23.0,103.0,2844.0,6.4,92.0,7.4
2024-01-16T19:00,Delhi,191.9,279.4,98.6,26.0,91.0,2608.0,6.0,94.0,7.0
2024-01-16T20:00,Delhi,181.6,264.5,85.4,31.0,76.3,2335.0,5.7,95.0,6.9
2024-01-16T21:00,Delhi,171.8,249.6,72.4,36.0,64.3,2099.0,5.5,96.0,7.1
2024-01-16T22:00,Delhi,163.9,238.4,57.6,42.0,56.0,1891.0,5.1,96.0,7.1
2024-01-16T23:00,Delhi,158.8,231.0,42.9,48.0,50.5,1721.0,4.8,97.0,7.9
2024-01-17T00:00,Delhi,159.3,232.4,38.8,50.0,54.2,1734.0,4.4,97.0,8.6
2024-01-17T01:00,Delhi,161.6,235.6,55.1,42.0,65.4,2040.0,4.0,99.0,9.2
2024-01-17T02:00,Delhi,174.6,256.1,76.7,33.0,80.5,2442.0,4.1,100.0,8.1
2024-01-17T03:00,Delhi,190.5,277.5,86.0,43.0,89.0,2591.0,7.4,95.0,9.3
2024-01-17T04:00,Delhi,177.9,259.8,71.1,91.0,84.4,2250.0,10.9,85.0,6.6
2024-01-17T05:00,Delhi,163.9,242.1,44.0,158.0,73.2,1656.0,13.4,75.0,8.4
2024-01-17T06:00,Delhi,142.5,212.8,23.0,208.0,63.9,1172.0,15.0,66.0,8.4
2024-01-17T07:00,Delhi,118.7,177.4,13.5,226.0,59.3,912.0,16.3,60.0,8.2
2024-01-17T08:00,Delhi,104.8,156.5,10.1,227.0,56.7,761.0,17.2,56.0,7.7
2024-01-17T09:00,Delhi,95.0,141.1,15.3,214.0,56.2,739.0,17.7,55.0,7.0
2024-01-17T10:00,Delhi,89.4,132.7,34.3,181.0,56.5,851.0,17.8,56.0,6.4
2024-01-17T11:00,Delhi,93.4,137.8,61.8,135.0,58.8,1092.0,17.2,59.0,6.4
2024-01-17T12:00,Delhi,101.5,149.0,66.4,99.0,56.1,1223.0,13.9,77.0,6.9
2024-01-17T13:00,Delhi,122.5,178.8,80.0,74.0,72.4,1683.0,10.7,87.0,8.3
2024-01-17T14:00,Delhi,142.0,206.3,99.0,39.0,95.1,2318.0,9.5,90.0,8.9
2024-01-17T15:00,Delhi,156.9,226.8,114.2,12.0,113.3,2802.0,8.7,92.0,8.8
2024-01-17T16:00,Delhi,164.8,238.0,122.7,2.0,123.7,3003.0,7.9,94.0,10.7
2024-01-17T17:00,Delhi,170.0,245.9,127.5,0.0,129.5,3054.0,7.4,96.0,10.7
2024-01-17T18:00,Delhi,171.4,247.7,128.3,0.0,129.6,3023.0,7.0,97.0,10.1
2024-01-17T19:00,Delhi,166.7,241.2,124.1,1.0,121.0,2904.0,7.1,98.0,7.2
2024-01-17T20:00,Delhi,162.1,234.2,115.9,5.0,106.6,2704.0,6.9,99.0,6.9
2024-01-17T21:00,Delhi,156.9,227.2,106.9,8.0,93.9,2514.0,6.4,100.0,8.0
2024-01-17T22:00,Delhi,152.3,220.3,95.4,10.0,84.2,2316.0,6.7,100.0,5.8
2024-01-17T23:00,Delhi,147.6,213.7,83.1,13.0,76.3,2128.0,7.0,99.0,5.5
2024-01-18T00:00,Delhi,153.7,222.6,98.9,9.0,85.8,2328.0,6.8,100.0,5.7
2024-01-18T01:00,Delhi,163.0,236.1,111.2,4.0,96.5,2753.0,6.0,99.0,2.4
2024-01-18T02:00,Delhi,182.1,262.6,126.6,0.0,110.6,3305.0,6.1,99.0,1.0
2024-01-18T03:00,Delhi,204.9,295.2,127.9,19.0,116.3,3476.0,7.1,98.0,1.1
2024-01-18T04:00,Delhi,190.5,274.7,101.3,86.0,105.6,2899.0,8.3,94.0,1.5
2024-01-18T05:00,Delhi,169.0,244.0,60.4,177.0,86.6,1940.0,10.4,90.0,0.8
2024-01-18T06:00,Delhi,129.0,187.7,29.1,245.0,71.3,1187.0,12.7,86.0,1.1
2024-01-18T07:00,Delhi,104.5,152.7,15.3,271.0,63.9,861.0,15.4,75.0,2.2
2024-01-18T08:00,Delhi,92.9,136.0,11.1,273.0,60.3,742.0,17.2,66.0,4.5
2024-01-18T09:00,Delhi,87.3,127.6,16.2,263.0,60.0,754.0,17.4,65.0,3.6
2024-01-18T10:00,Delhi,83.8,122.5,33.6,241.0,62.4,869.0,17.5,64.0,3.3
2024-01-18T11:00,Delhi,85.7,124.8,60.3,207.0,68.1,1116.0,17.1,65.0,1.8
2024-01-18T12:00,Delhi,109.9,159.7,81.1,117.0,64.0,1328.0,16.4,68.0,2.3
2024-01-18T13:00,Delhi,142.5,206.3,97.8,89.0,85.7,1967.0,14.0,75.0,3.8
2024-01-18T14:00,Delhi,176.0,254.3,120.9,51.0,116.0,2858.0,13.0,79.0,2.5
2024-01-18T15:00,Delhi,203.0,292.4,138.0,22.0,142.3,3590.0,11.0,86.0,2.3
2024-01-18T16:00,Delhi,222.6,321.3,144.5,11.0,162.4,4033.0,11.4,86.0,2.1
2024-01-18T17:00,Delhi,238.0,342.7,145.2,9.0,178.4,4317.0,11.2,87.0,0.8
2024-01-18T18:00,Delhi,243.1,350.2,141.9,10.0,183.5,4426.0,11.1,87.0,2.6
2024-01-18T19:00,Delhi,235.2,339.0,133.8,11.0,171.7,4286.0,10.9,89.0,3.4
2024-01-18T20:00,Delhi,223.1,321.3,121.9,15.0,149.1,3971.0,10.5,91.0,2.2
2024-01-18T21:00,Delhi,210.0,302.7,110.7,18.0,127.1,3681.0,8.5,96.0,2.7
2024-01-18T22:00,Delhi,200.2,288.7,100.2,19.0,108.2,3479.0,6.3,100.0,3.9
2024-01-18T23:00,Delhi,192.8,278.5,90.5,21.0,90.0,3304.0,6.4,99.0,4.6
2024-01-19T00:00,Delhi,180.7,260.8,96.2,16.0,82.0,3093.0,6.5,100.0,6.0
2024-01-19T01:00,Delhi,162.5,234.7,99.0,13.0,79.3,3002.0,6.5,100.0,4.2
2024-01-19T02:00,Delhi,163.0,234.7,102.2,12.0,75.2,2869.0,6.7,100.0,5.4
2024-01-19T03:00,Delhi,167.6,241.2,99.9,34.0,70.5,2710.0,7.9,97.0,6.1
2024-01-19T04:00,Delhi,175.6,251.5,87.9,98.0,62.7,2540.0,9.0,93.0,3.6
2024-01-19T05:00,Delhi,171.8,246.8,70.5,184.0,54.2,2344.0,10.6,91.0,2.6
2024-01-19T06:00,Delhi,156.0,225.4,53.9,255.0,52.4,2097.0,13.0,84.0,1.8
2024-01-19T07:00,Delhi,134.1,195.6,37.0,300.0,63.3,1711.0,15.0,74.0,2.5
2024-01-19T08:00,Delhi,117.6,172.8,21.0,329.0,81.0,1274.0,16.1,70.0,4.2
2024-01-19T09:00,Delhi,105.7,155.5,16.3,336.0,95.3,1028.0,16.7,67.0,5.5
2024-01-19T10:00,Delhi,99.2,146.2,28.7,312.0,99.5,1063.0,16.8,65.0,5.4
2024-01-19T11:00,Delhi,99.0,145.8,52.5,266.0,100.3,1288.0,16.4,66.0,4.9
2024-01-19T12:00,Delhi,132.7,193.7,76.2,175.0,87.5,1417.0,13.6,82.0,7.4
2024-01-19T13:00,Delhi,171.8,249.6,91.2,139.0,100.0,1919.0,10.1,89.0,6.6
2024-01-19T14:00,Delhi,199.8,289.6,111.9,89.0,117.2,2613.0,8.7,93.0,7.6
2024-01-19T15:00,Delhi,212.3,307.3,126.5,51.0,131.1,3146.0,7.8,95.0,8.8
2024-01-19T16:00,Delhi,215.6,312.0,129.9,37.0,139.4,3373.0,7.3,96.0,8.8
2024-01-19T17:00,Delhi,224.4,324.1,127.3,34.0,144.2,3439.0,7.0,96.0,9.2
2024-01-19T18:00,Delhi,228.2,329.7,123.0,33.0,143.7,3425.0,6.7,97.0,8.4
2024-01-19T19:00,Delhi,220.7,319.4,117.9,31.0,135.1,3328.0,6.3,98.0,8.9
2024-01-19T20:00,Delhi,210.9,305.5,111.1,32.0,121.3,3151.0,5.7,99.0,10.3
2024-01-19T21:00,Delhi,201.6,292.4,104.3,31.0,108.8,2980.0,6.2,98.0,7.0
2024-01-19T22:00,Delhi,194.2,281.3,96.1,28.0,98.5,2806.0,6.3,97.0,7.6
2024-01-19T23:00,Delhi,190.0,274.7,87.9,23.0,89.6,2637.0,6.2,96.0,7.2
2024-01-20T00:00,Delhi,167.2,242.1,78.9,22.0,69.1,2270.0,5.1,98.0,8.0
2024-01-20T01:00,Delhi,156.9,227.2,78.5,19.0,69.4,2298.0,6.0,100.0,3.8
2024-01-20T02:00,Delhi,156.5,225.8,77.4,19.0,69.6,2327.0,6.2,99.0,4.3
2024-01-20T03:00,Delhi,157.9,227.2,73.4,38.0,67.9,2278.0,7.3,98.0,4.3
2024-01-20T04:00,Delhi,158.8,228.6,64.4,96.0,61.3,2101.0,8.6,97.0,2.9
2024-01-20T05:00,Delhi,156.5,225.8,52.4,175.0,52.7,1847.0,11.1,86.0,1.8
2024-01-20T06:00,Delhi,136.4,197.0,41.4,236.0,49.5,1591.0,13.4,74.0,1.6
2024-01-20T07:00,Delhi,108.5,158.3,30.0,268.0,56.7,1310.0,14.5,70.0,5.1
2024-01-20T08:00,Delhi,96.4,143.0,19.6,282.0,69.2,1028.0,15.3,67.0,5.1
2024-01-20T09:00,Delhi,92.2,137.8,17.6,280.0,78.8,889.0,15.9,65.0,3.6
2024-01-20T10:00,Delhi,90.6,136.4,29.1,257.0,80.4,959.0,16.1,63.0,4.6
2024-01-20T11:00,Delhi,91.5,137.8,49.1,218.0,79.0,1173.0,15.7,65.0,5.4
2024-01-20T12:00,Delhi,145.8,217.5,80.1,156.0,89.3,1547.0,13.1,81.0,6.6
2024-01-20T13:00,Delhi,178.8,264.5,89.6,127.0,95.1,1871.0,10.5,91.0,8.8
2024-01-20T14:00,Delhi,197.4,291.5,102.5,88.0,103.0,2314.0,9.9,92.0,8.0
2024-01-20T15:00,Delhi,195.1,287.8,110.2,58.0,108.5,2629.0,9.0,93.0,8.8
2024-01-20T16:00,Delhi,190.0,280.3,108.8,46.0,110.9,2704.0,8.0,95.0,9.3
2024-01-20T17:00,Delhi,193.7,285.0,102.2,44.0,111.0,2650.0,7.7,97.0,7.0
2024-01-20T18:00,Delhi,198.8,292.4,94.0,44.0,106.2,2547.0,6.4,99.0,9.1
2024-01-20T19:00,Delhi,191.9,282.2,85.2,44.0,93.5,2404.0,6.0,100.0,8.7
2024-01-20T20:00,Delhi,177.0,259.8,74.8,45.0,76.1,2212.0,5.7,100.0,8.2
2024-01-20T21:00,Delhi,163.0,238.4,63.6,48.0,60.7,2021.0,5.2,100.0,7.8
2024-01-20T22:00,Delhi,153.7,224.4,49.6,54.0,49.3,1821.0,5.4,100.0,5.9
2024-01-20T23:00,Delhi,146.7,214.7,34.7,61.0,40.1,1623.0,5.7,100.0,8.0
2024-01-21T00:00,Delhi,141.6,206.8,28.0,62.0,39.1,1539.0,5.7,99.0,9.8
2024-01-21T01:00,Delhi,136.9,199.8,31.2,57.0,37.8,1601.0,5.4,99.0,8.6
2024-01-21T02:00,Delhi,136.0,197.9,35.4,51.0,35.8,1679.0,5.4,99.0,9.7
2024-01-21T03:00,Delhi,133.2,194.2,36.3,56.0,33.1,1688.0,6.3,98.0,10.7
2024-01-21T04:00,Delhi,125.3,183.0,30.9,84.0,28.5,1568.0,7.4,97.0,12.0
2024-01-21T05:00,Delhi,117.3,171.8,22.3,123.0,23.1,1379.0,8.6,96.0,12.8
2024-01-21T06:00,Delhi,110.1,163.0,15.5,154.0,20.3,1208.0,11.3,82.0,14.1
2024-01-21T07:00,Delhi,104.3,155.5,11.8,172.0,22.1,1077.0,13.3,74.0,12.8
2024-01-21T08:00,Delhi,95.2,143.4,9.8,183.0,26.5,964.0,14.8,69.0,12.1
2024-01-21T09:00,Delhi,87.5,133.2,10.8,183.0,30.1,895.0,15.7,65.0,12.9
2024-01-21T10:00,Delhi,82.2,125.7,16.3,168.0,31.5,884.0,16.1,63.0,13.1
2024-01-21T11:00,Delhi,79.2,120.6,24.7,143.0,32.1,916.0,15.6,64.0,12.5
2024-01-21T12:00,Delhi,80.3,120.1,36.0,118.0,32.7,1014.0,13.5,74.0,9.0
2024-01-21T13:00,Delhi,89.4,133.2,43.3,100.0,36.1,1126.0,10.6,89.0,8.4
2024-01-21T14:00,Delhi,94.1,139.7,53.1,75.0,40.8,1279.0,9.9,91.0,8.5
2024-01-21T15:00,Delhi,95.7,141.6,58.2,57.0,43.5,1385.0,9.0,94.0,7.7
2024-01-21T16:00,Delhi,96.2,142.0,54.6,52.0,42.8,1400.0,7.8,96.0,7.1
2024-01-21T17:00,Delhi,98.3,144.8,46.4,55.0,40.2,1367.0,6.8,97.0,7.9
2024-01-21T18:00,Delhi,99.9,146.2,38.6,57.0,37.1,1335.0,5.9,99.0,8.6
2024-01-21T19:00,Delhi,99.2,144.4,32.6,57.0,33.6,1316.0,5.3,100.0,8.7
2024-01-21T20:00,Delhi,99.9,144.8,26.9,57.0,29.8,1297.0,5.0,100.0,6.8
2024-01-21T21:00,Delhi,100.6,145.3,22.6,57.0,26.9,1284.0,5.5,100.0,4.0
2024-01-21T22:00,Delhi,100.8,145.8,19.5,57.0,25.4,1266.0,5.3,100.0,4.9
2024-01-21T23:00,Delhi,101.0,145.8,17.8,57.0,24.8,1253.0,5.5,100.0,4.0
2024-01-22T00:00,Delhi,117.8,171.4,14.9,72.0,24.5,1315.0,5.4,97.0,4.2
2024-01-22T01:00,Delhi,121.1,177.0,17.4,72.0,25.6,1353.0,5.6,97.0,2.7
2024-01-22T02:00,Delhi,124.3,181.1,20.8,74.0,27.1,1404.0,6.1,93.0,2.5
2024-01-22T03:00,Delhi,125.7,183.5,23.0,81.0,29.0,1435.0,6.8,91.0,3.2
2024-01-22T04:00,Delhi,126.2,184.4,23.1,96.0,31.2,1428.0,7.6,93.0,1.0
2024-01-22T05:00,Delhi,129.0,187.7,22.1,117.0,33.7,1400.0,8.6,94.0,0.8
2024-01-22T06:00,Delhi,124.3,183.0,20.9,142.0,36.2,1368.0,11.4,82.0,0.8
2024-01-22T07:00,Delhi,123.4,182.1,17.5,178.0,38.4,1310.0,13.8,71.0,0.7
2024-01-22T08:00,Delhi,120.6,177.9,14.1,217.0,40.5,1248.0,15.4,62.0,1.3
2024-01-22T09:00,Delhi,114.3,169.0,17.6,235.0,43.3,1258.0,16.4,58.0,2.2
2024-01-22T10:00,Delhi,107.8,159.3,33.9,216.0,46.9,1372.0,16.9,56.0,2.2
2024-01-22T11:00,Delhi,104.1,153.7,57.2,175.0,51.2,1559.0,16.6,57.0,2.2
2024-01-22T12:00,Delhi,128.5,188.6,57.6,140.0,50.3,1678.0,15.8,61.0,2.1
2024-01-22T13:00,Delhi,154.1,225.8,67.5,112.0,53.8,1920.0,11.0,86.0,7.2
2024-01-22T14:00,Delhi,166.7,244.0,81.0,72.0,58.7,2254.0,9.9,89.0,7.2
2024-01-22T15:00,Delhi,169.0,246.8,89.5,43.0,62.3,2496.0,8.3,92.0,9.7
2024-01-22T16:00,Delhi,169.0,246.8,88.5,34.0,63.5,2562.0,7.3,94.0,10.6
2024-01-22T17:00,Delhi,170.0,247.7,82.5,34.0,63.4,2536.0,6.7,96.0,9.8
2024-01-22T18:00,Delhi,172.3,251.5,76.9,36.0,62.7,2496.0,6.2,97.0,8.5
2024-01-22T19:00,Delhi,172.8,252.4,74.2,34.0,61.5,2470.0,5.8,98.0,8.0
2024-01-22T20:00,Delhi,174.6,255.2,71.9,34.0,59.6,2429.0,5.7,99.0,7.1
2024-01-22T21:00,Delhi,173.7,255.2,68.0,36.0,57.3,2360.0,5.5,99.0,7.5
